trial,contrast_left,contrast_right,response,feedback,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
122,0.0,0.0,0.0,1.0,0.24650074983499837,-0.2472712494655459,0.1746541403818235,0.03281466618405396,0.013700678659625787,-0.09121548516492017,0.054707453846264624,-0.03740289517793195,0.06449010275787556,0.0570473496775
123,1.0,0.5,1.0,1.0,0.1984914146461561,-0.1916349217385955,0.15307229535999733,-0.040121710603747876,-0.04486308360967017,-0.052540297084753995,0.017019978345865334,-0.050164997544033,0.05612545887398876,0.021616980172361803
124,0.0,0.0,0.0,1.0,0.21781940657742258,-0.25476989265356914,0.18318563698667975,-0.00016453757246336802,-0.013679074823162184,-0.07082399191316895,0.054750601372635474,-0.04795473183003884,0.09754600542586707,0.04794130061438165
125,0.0,0.0,0.0,1.0,0.2026323602720603,-0.25135820492345784,0.16722638508657867,-0.003155578481837899,-0.04215368507082076,-0.053340315189278946,0.08058737343494347,-0.01799130405873717,0.02607234479459438,0.012637311482823843
126,0.0,0.0,1.0,-1.0,0.18624362498597105,-0.1898605632876088,0.16047816715870655,-0.018067506766974564,0.0023381733826666837,-0.07583235361472111,0.019217179201903627,0.010714231989386916,0.02719286672244006,0.021416166049514476
127,0.0,0.0,-1.0,-1.0,0.2354476031221218,-0.24583913997122084,0.15013416962641862,-0.0015198371421103528,0.04215645509306958,-0.0640364282090347,0.028376414647266292,0.018593558647044695,0.06910136823519726,0.034354031293110356
128,0.0,0.0,-1.0,-1.0,0.17871793617201132,-0.31254144332569056,0.19902982008910244,-0.021732717125448206,-0.004710844619499015,-0.003227502293335523,0.0008237030498256525,0.008797801143069994,0.050653154813006154,0.03179849215247891
129,0.0,0.0,0.0,1.0,0.19665945778299246,-0.24397870234915342,0.1948827448770601,0.020259316813614252,0.036855720860763,-0.06408510188141656,0.021001149181551427,-0.002970526227601879,0.048862514837996196,0.011559812372212078
130,0.0,1.0,-1.0,1.0,0.1960019944160644,-0.28599425767520464,0.16356741855261012,0.03798763117481004,0.03619365169850209,-0.06604222545233887,0.02358476571778282,0.0033861873618016786,0.03753936089242532,0.08541812362951631
131,0.0,1.0,-1.0,1.0,0.18704228709010878,-0.30203799002107845,0.20921268450394673,0.006377873867210112,0.04507296234293399,-0.041855880734543334,0.012004448594626262,-0.008829256466390099,0.06762507873203509,-0.016012865251482034
132,0.5,0.0,1.0,1.0,0.19940036286332932,-0.309450552928957,0.1546609913502498,0.02169820215009024,0.0493003509864224,-0.046496588576265485,0.0274360008904695,-0.00580268982031247,0.03211631665224874,0.07309890928659313
133,0.0,1.0,-1.0,1.0,0.17600413549004426,-0.26452057037535376,0.2057940654180501,-0.003925819840382276,0.08363328654447431,-0.04119929022927474,-0.010666346803972958,0.03669734076675144,-0.021089178388298924,0.05958188424138474
134,0.0,0.0,1.0,-1.0,0.14264744828887774,-0.30702888255292826,0.17106753613760173,-0.0006115324919787879,0.036516476075879836,-0.08072533968670924,0.0026808688693016718,0.0285087266408389,-0.00954790075629568,0.027703463328636383
135,0.0,0.0,-1.0,-1.0,0.17272712728250803,-0.35358906219053515,0.1624101328116639,0.04771106604113957,0.007183071062616695,-0.03308307026796323,0.031923806077995096,0.01498458755780957,0.025308884592488142,0.02626242030906552
136,0.0,0.0,1.0,-1.0,0.15533698847186656,-0.34176879718788644,0.1561156165881645,0.06195353241155161,0.06766458499950423,-0.06185248523430451,0.010675112466804571,0.03337932169286425,-0.020523981805354422,0.06105047774853576
137,0.0,0.0,-1.0,-1.0,0.11514682095962805,-0.30606195044616646,0.213160569643804,0.045080803981492036,0.06373015272840192,-0.07627148491081016,-0.016238923750746592,0.017357583933593157,-0.044075263323021155,0.03969057118502281
138,0.0,0.0,1.0,-1.0,0.1412200712449227,-0.3455330344314081,0.17178478426565522,0.04925729159384031,0.05195300028694204,-0.05203362195024408,-0.00922321506613447,-0.007483607883003929,0.007739144249818677,0.059271209763823336
139,0.0,0.0,-1.0,-1.0,0.11680469402912283,-0.32263764283169144,0.19678412942582868,0.0428568454695422,0.05072832561871862,-0.04970595422238906,-0.017030940860229486,0.038515799940664806,-0.011246043297932697,0.049504387843757894
140,0.0,0.0,0.0,1.0,0.11867865568954224,-0.32415769942988953,0.19183187669279433,0.033337309052325875,0.04682682135655279,-0.055604909454860185,-0.013616966626304006,0.05050777675457182,-0.03252697842461954,1.6360845285108906e-05
141,0.5,0.0,1.0,1.0,0.122928287280987,-0.35431599906022726,0.13613059551203435,0.11456024157323394,0.05520684558068437,-0.0495939295349054,-0.029677175172710794,-0.007436248574093436,0.02130603906610525,0.04236239876715322
142,0.25,0.5,-1.0,1.0,0.1470356203860517,-0.3814569010371854,0.19309148084705055,0.08935085214564593,0.0570667785931729,-0.050448844480535056,-0.01138014754383875,0.018970507566045052,-0.0733133806501149,0.017634323043364382
143,0.25,1.0,-1.0,1.0,0.08583860893526567,-0.3239769429330116,0.16484138353029973,0.09126391436325032,0.05557158163944799,-0.05015860244608082,-0.016149363947671688,0.010518746757144058,-0.019751946801461806,0.02690649292265816
144,0.5,0.0,1.0,1.0,0.09417005825044794,-0.2976481484750923,0.19468200935709817,0.0809956218611301,0.1108320619554995,-0.05374468368401183,-0.042079935483778405,0.027771891792232117,-0.062311561021117685,-0.012673021465272515
145,1.0,0.0,1.0,1.0,0.08277573887594475,-0.34513874962082086,0.18365920116346576,0.07894977759628855,0.044698508003166736,-0.05453674188266442,-0.08034912702438958,0.05347925565666105,-0.08888928933306639,0.011193609492577505
146,0.0,0.0,-1.0,-1.0,0.09656257610832888,-0.3744469561141658,0.1843410584482019,0.12002830222082383,0.036733142121483695,-0.039204913544117,-0.01824973012883533,0.03166690665234123,0.012262973728624586,0.020782287507892253
147,0.0,0.0,0.0,1.0,0.07606676730204963,-0.3409428417915721,0.16329409362671657,0.09276443895174723,0.0585214520234848,-0.04018408950613852,-0.05147123929046822,0.004558802839358317,-0.07089094994831177,-0.017346991757561984
148,0.25,0.5,-1.0,1.0,0.07314838669960129,-0.3265754449884465,0.1294464072478952,0.10367921104665861,0.04865016737458049,-0.004741315034892903,-0.0012539023387047215,0.03954094747035114,-0.07357874772283698,0.040814064642115
149,0.0,1.0,-1.0,1.0,0.0675086136521096,-0.32481487881328586,0.1325032337017336,0.06812899968796375,0.023162723694454677,-0.03094604758622379,-0.03898088900019004,0.04532807040545359,-0.04353255586523559,-0.007666551818648541
150,0.0,0.0,0.0,1.0,0.057507358572514315,-0.360766246146759,0.17957030250294825,0.1372892022928946,0.040602368096019116,-0.043509014623191726,-0.05292059547237499,0.04680945453363857,-0.08307704116088017,-0.04750069751111048
151,1.0,0.25,1.0,1.0,0.0694307535810314,-0.34767181651041945,0.11376603813990295,0.11578322050893879,0.03543937891359663,-0.010528943643745315,-0.030696825688638622,0.048354069974846314,-0.08931798444514347,0.018694080631503247
152,1.0,0.25,1.0,1.0,0.02683893963315042,-0.3147957738354855,0.10160941048682674,0.11607291461390679,0.0039020124570190912,0.010689141877565755,-0.038031632962214214,0.040400199973895275,-0.07368527021430094,-0.04946381765318453
153,0.0,0.0,0.0,1.0,0.07198479150948693,-0.33936155593882794,0.11848667559935734,0.07314353607185117,0.022935061197032446,0.026855641633417072,-0.04921840117500243,0.016327635256352186,-0.03941133937236572,-0.0032261333949152008
154,0.0,0.0,0.0,1.0,0.038740748574877526,-0.3038895793472968,0.15047303856942768,0.11571351998020274,0.06920962277009887,-0.0012281601928752154,-0.06104902894100196,0.06972847501126091,-0.0495881783740355,0.00513464964090398
155,1.0,0.25,1.0,1.0,0.023995619726408554,-0.35774461369499666,0.023432839579906575,0.1862821098764529,0.017489881140902188,-0.03300200609275051,-0.03861607814393454,0.009999779299159555,-0.05857865081172831,0.039403037909990744
156,0.0,0.0,0.0,1.0,-0.0053971053905014004,-0.26719444379090085,0.08871688931438511,0.13036740409790634,0.07862797858562896,-0.01907075518093218,-0.06608719450149303,0.04636658642760443,-0.08180724701201664,-0.04220970469197368
157,1.0,1.0,1.0,1.0,0.0047505170274745444,-0.3438816103599491,0.08881538405089007,0.11124858662837946,0.007321439854187768,0.022178699519469297,-0.056272193681409385,0.0019137792706724207,-0.05950858026318207,-0.021534870540511637
158,0.5,0.25,1.0,1.0,-0.028350708160524422,-0.30289285467550847,0.0411058215224132,0.14174583642234592,-0.007572075365231353,0.044411494728874144,-0.05680145427775722,0.018274085245541482,-0.036518070371117935,-0.05404318381730974
159,0.25,1.0,-1.0,1.0,0.018210006511592353,-0.3215777380355453,0.07284009797601808,0.11344058086722753,0.035033246955396405,-0.009038144524084609,-0.020036481894851126,-0.03371739366625754,-0.05674189912741331,-0.023971573899349227
160,0.5,0.0,1.0,1.0,-0.03308445441808425,-0.29717706234912433,0.06165649451613002,0.07923471001828078,0.0014123974617896245,0.05685534863469274,-0.018917568585966653,-0.005849992384789682,-0.026619257079425983,-0.029400281791874712
161,0.0,0.5,-1.0,1.0,-0.01967423894051379,-0.3183925404398919,0.011745153070486321,0.11742070943536748,0.011043013854129091,0.0008394857970903383,-0.04202969112869793,-0.04556245712642534,-0.03741533732709292,-0.044827768012828305
162,1.0,0.0,1.0,1.0,-0.02565941827867705,-0.29603937188165685,0.04006394953394142,0.11610973427718979,-0.009620044714289356,0.06541671889246531,0.0008442750360453244,-0.009670024056756326,-0.061020539260999596,-0.04231146540458917
163,0.5,1.0,1.0,-1.0,-0.014257778099331663,-0.3039414287958212,0.0068318922484443805,0.12800266871016175,0.02062951659072653,0.0016715224664519478,-0.006751937941989568,-0.04432961968755774,-0.025939751303038522,-0.010492576976949976
164,0.25,1.0,-1.0,1.0,-0.04700659326115218,-0.29330018815315223,0.04151312580703204,0.12112544390583486,-0.015299905063687856,0.08106623796627309,-0.041452096243745205,0.013779796580911234,-0.05332234309313033,-0.05102789438701147
165,1.0,0.25,1.0,1.0,-0.043223393730932286,-0.271555947112618,-0.003122136786676774,0.10738215658906478,-0.018507161544348377,0.06463804901090588,-0.05404757104118271,-0.013911974575030217,-0.03191963370411972,-0.0415883975915939
166,1.0,0.0,1.0,1.0,-0.0032080787863384506,-0.2508589776638306,-0.027530222462185006,0.11487509505743711,-0.0047686757235774245,0.06331796274402089,-0.04802561020840456,0.0063448642706451916,-0.01053188663289136,-0.07329588607475862
167,1.0,0.5,1.0,1.0,-0.05360370039245089,-0.21773005399700396,-0.04913205643391312,0.10975502869912965,-0.019228177499381365,0.08068830588076112,-0.02759633555052018,-0.06697330978005996,-0.0071734012354062945,-0.04706315288509516
168,0.5,1.0,1.0,-1.0,-0.0048629232391084395,-0.24984723185004576,-0.06279708635762933,0.13638063047202156,-0.00927945505935291,0.09688846620070404,0.008550519923748256,-0.01280200540704682,-0.01366022871669964,-0.02400354101844726
169,0.0,0.25,-1.0,1.0,-0.057699631462091575,-0.2714442084887098,-0.0509927063703236,0.09206746200298713,-0.05563292793598832,0.11453263936346887,-0.022545067322177606,-0.005642179967232224,-0.012435883654217425,-0.03238750906417008
170,0.5,0.0,1.0,1.0,-0.08232574778408366,-0.2181738638664091,-0.05588514345149739,0.10160313498805996,-0.019676350155976376,0.06543701350564396,-0.04852124110759847,-0.03806453021346048,0.03492410644389893,-0.034663166681044015
171,0.25,0.5,1.0,-1.0,-0.03877025629377162,-0.2437319804789356,-0.002962297491843111,0.037698612296025495,-0.017037821963346862,0.09367364586011027,-0.025589160015912178,-0.04698560817256406,0.00014236247337602264,-0.06554048169066944
172,0.25,1.0,-1.0,1.0,-0.03164424436878585,-0.2349295671041266,-0.0565098361421461,0.08480879476147571,-0.01997663105495778,0.10014646899005558,-0.054456824513776,-0.009691769381151101,-0.015912244636595036,-0.06469672685472061
173,0.25,0.5,-1.0,1.0,-0.04925263533344659,-0.18140293685819497,-0.017141681703759733,0.036568927280199656,-0.025387980963596013,0.12385299611501102,-0.05330320595807941,-0.013497334071858184,0.01917109495714334,-0.10064609546403007
174,0.5,1.0,-1.0,1.0,-0.08623400669262377,-0.23191019487170983,-0.06689079436499197,0.111484585619329,-0.011532804246750003,0.10490025505088121,-0.06913359404921499,-0.04622199816680956,0.04062565042256064,0.001252576042714175
175,0.0,0.0,0.0,1.0,-0.08146274049713911,-0.19597386263807146,-0.05884181294803658,0.026048042502827,-0.04105905214392393,0.0955484581660892,-0.022051399538218438,-0.04959538005437583,0.00406968670424608,-0.05628375111850207
176,0.0,0.0,-1.0,-1.0,-0.08585813570518519,-0.2029624869560814,-0.0603717888459915,0.082949688601154,-0.004223196673063971,0.08328283895719392,-0.040773795886991385,-0.05870024191724211,-0.01633829456978527,-0.07934702976521366
177,0.0,0.0,1.0,-1.0,-0.08913359529610156,-0.2126527177691264,-0.0735228048649545,0.07694815471750001,-0.03127503583279693,0.12732221875748825,-0.01866491662821843,-0.07536773112015262,0.04690161334600741,-0.04592027341031194
178,0.0,0.0,0.0,1.0,-0.05977054732269192,-0.21720289592424746,-0.08101535877076595,0.04822301556605501,-0.032897990124163,0.05775484089633427,-0.022532357505683182,-0.04515243038294716,0.02387062337064167,-0.0197770053387266
179,0.0,0.0,-1.0,-1.0,-0.07376942062543092,-0.20882574436363732,-0.11215108074792081,0.08068175064837757,-0.04914186279964073,0.062397704941660886,0.009257124252268911,-0.03729647564980412,0.005598843628948923,-0.03118057843628273
180,0.0,0.0,-1.0,-1.0,-0.07644679013519848,-0.17377864592977665,-0.12276928989658598,0.04973228078671887,-0.029695118869109742,0.08034350022968612,-0.04698080764795132,-0.03208879209459252,-0.009863223137780803,-0.046081473922954565
181,0.0,0.0,-1.0,-1.0,-0.09432592125687286,-0.17419611007083183,-0.12288317024060011,0.04020566243325916,-0.039167626098749145,0.0744672191243163,-0.010105742698838783,-0.04502071081526705,0.03877210793260768,-0.0159616336745239
182,0.0,0.0,-1.0,-1.0,-0.09182006482923898,-0.18480199412322504,-0.08403558035361208,0.06423237419431634,-0.03517402590696363,0.09917854546639972,-0.028174084509617326,-0.03286382650328225,0.0447967611599035,-0.018783908113946736
183,0.0,0.0,-1.0,-1.0,-0.07952208020248559,-0.1816794829003956,-0.11707364034631686,0.08287397370870139,-0.019228476988513172,0.04631533068855238,-0.008153200222260877,-0.0067584449844195794,-0.013525791615812487,-0.03749161313206627
184,0.0,0.0,-1.0,-1.0,-0.07833221512083151,-0.1540635031476761,-0.10409399172012415,0.0527775400881151,-0.012623851436579767,0.05099911751820248,-0.029920420779374235,-0.04105777381479859,0.03399247462729149,-0.029898447168113223
185,0.0,0.0,-1.0,-1.0,-0.08799781526071096,-0.1686979755442382,-0.12953270223301006,0.09746093646623193,-0.03259131622751949,0.07830630840143313,0.013114759318216963,-0.050611935361359064,0.0577093513376671,-0.013924115543764125
186,0.0,0.0,0.0,1.0,-0.1035507223333288,-0.14742638107698297,-0.0941978075232079,0.05872038123124249,-0.004689125617624089,0.06014897425040255,-0.0368428352645191,-0.028540072092073404,0.023705934046737286,-0.02228246491418154
187,1.0,0.25,1.0,1.0,-0.11217396223565543,-0.15776376920149157,-0.10828038045520498,0.06650609407803208,-0.012456404850515251,0.0637366412247619,-0.0018016391679997461,-0.046158951855069165,0.021794685608575826,-0.017208978113472197
188,0.0,1.0,-1.0,1.0,-0.05957853730671357,-0.1655566383099282,-0.17134418637941246,0.07005375019297362,-0.01126008680336111,0.04647969628733059,-0.015427949336998419,0.001989293944652207,0.03179013481186669,0.019945518098880524
189,0.0,0.0,0.0,1.0,-0.0530505839065572,-0.17186889779186187,-0.1563601569122617,0.10144207967415594,-0.02589609528965798,0.06868394165758507,0.023931000961537233,-0.03271795257228332,0.02917691209385061,-0.01077044969193963
190,0.5,0.0,1.0,1.0,-0.11836803895714876,-0.1299663823574939,-0.15069721768386635,0.06133061705463775,-0.04453754787469092,0.08556701573761992,-0.02843311713789796,-0.017117997008826154,0.01020714843344708,0.01388620783091928
191,0.0,0.5,-1.0,1.0,-0.05691716969471876,-0.16335951224423834,-0.17633202282444893,0.07174130262598014,-0.04197000030911768,0.07558978594447169,0.019321704038765077,-0.014575185978667294,0.03940451343180299,0.05663946267945475
192,0.0,0.25,-1.0,1.0,-0.11008195595591372,-0.16672424687706064,-0.19046054567734153,0.07446515243966419,-0.06424669077796642,0.04820233247805822,-0.014073141179865653,-0.02157163088825969,0.023321559501429973,0.03120726917074375
193,0.0,0.0,1.0,-1.0,-0.07541227917991727,-0.1199834269578863,-0.19357004948001114,0.07708088615283586,-0.05413356705115629,0.04090364159064807,0.02670207305326166,-0.009717407687562792,0.026624482320414027,-0.01641916278645027
194,0.0,0.0,1.0,-1.0,-0.11898803511105438,-0.1199245682696354,-0.20726667356360806,0.05015212096046211,-0.08119470915403176,0.07140184819227499,0.002964184939447088,-0.016069519358330394,0.04744115375157319,-0.0020977155982992166
195,0.0,0.0,0.0,1.0,-0.09424758638314903,-0.14548698887541045,-0.16757959952905427,0.05200411576069087,-0.06681031361025572,0.04586032499653089,0.03114462408468288,0.0008774252338336301,0.014428975022269629,0.025605467881379834
196,0.5,1.0,-1.0,1.0,-0.06644375064216469,-0.08394634706979504,-0.24321428958390515,0.034157823750825336,-0.034354695130173286,0.04852427137322205,0.04328834844010939,-0.007343341429959561,0.021254773885045056,0.06306956867298184
197,0.25,0.25,-1.0,-1.0,-0.08428085422159629,-0.14704286713641126,-0.23531573286492097,0.06735164282733966,-0.062136276979695246,0.06454679023794069,-0.03654670858911097,-0.0010429007892464805,0.025819212336664645,0.035703286476501686
198,0.0,0.5,-1.0,1.0,-0.07151527157174725,-0.11443728231510154,-0.22637241500902516,0.04646451480047423,-0.042436594708145245,0.07607300858554146,0.015617929581817704,-0.015466200166622748,0.047440008882989174,-0.028142536562086137
199,0.25,0.25,-1.0,1.0,-0.06521661955755857,-0.13639816762873744,-0.2046719190036987,0.046385671794628026,-0.02585200891553481,0.036467486937814486,0.021347668289894848,0.01743096290649729,0.01122566075073676,0.07051081840816253
200,0.25,1.0,-1.0,1.0,-0.06655350508171758,-0.11025426136845332,-0.205784929402852,0.008888560250995109,-0.018047783932345886,0.0185868189374591,-0.01465257552523546,-0.003281680260248555,0.05311763318795433,0.05201587624566435
201,0.0,0.0,-1.0,-1.0,-0.06218373356794526,-0.11980284022484919,-0.2462572874093027,0.0598886829809209,-0.006144638561293835,0.01307124150309419,0.0010315969413571679,0.018434819719993487,-0.006569065333006272,0.038585779077535666
202,0.0,0.0,-1.0,-1.0,-0.03722755547457773,-0.11359635081233987,-0.21695258692613353,0.04006970628348297,-0.0379798168858133,0.028128436693988897,-0.0008658646480183148,0.049632265925933186,0.0471195325419145,0.07738545697464884
203,0.0,0.0,-1.0,-1.0,-0.08630191527745701,-0.08302936720395312,-0.23881170574207028,0.026040693498488192,-0.025245334804427727,0.033173973629882544,-0.01549412552447646,0.003320653529009584,0.04776355608574272,0.0551303575899289
204,0.0,0.0,0.0,1.0,-0.0851805663035026,-0.1390375149469959,-0.20307211015914664,0.034713039990159296,-0.07701204693518295,0.03985739278704651,0.04540438448370867,0.02931652701745782,-0.010847356457128372,0.05942852926966258
205,0.5,1.0,-1.0,1.0,-0.0682003575773229,-0.10342155398322667,-0.2119243268017727,0.03579668290235275,-0.03932900531741685,0.014321332265567881,0.030792899383338047,-0.011393230213806916,0.019692705507052995,0.03632476575079455
206,0.25,0.5,-1.0,1.0,-0.11536547041025932,-0.10525660858147855,-0.23004708082639963,0.03331993202108074,-0.07329646090717536,0.00670485905959418,-0.03684889580035054,0.002835812794082171,0.01743182876301342,0.012748523958036334
207,0.0,0.0,-1.0,-1.0,-0.06634731362953278,-0.13404189799647434,-0.2703453233346161,0.03223274510158483,-0.06865461342021294,0.04066384658337428,0.015927992847645595,0.04315638131106933,0.07247576056571345,0.12527658940689954
208,0.0,0.0,0.0,1.0,-0.10712181098783342,-0.0911522113646432,-0.25233027034762484,0.06464525389906009,-0.047079941840364514,0.03256717360317221,0.005586856086143221,-0.009306168866991133,-0.0024589754055991554,0.027809216803220946
209,1.0,0.25,1.0,1.0,-0.04988505959624346,-0.05293809551617897,-0.29247309643418745,0.03647429753399665,-0.07119102157982958,0.008768482039015998,0.07892563555077554,0.05146669057558448,0.019993831155061675,0.07631735911712892
210,0.25,0.5,-1.0,1.0,-0.07486697422879968,-0.06669251367148701,-0.2760552100589936,-0.0036440393701059138,-0.05767939077038055,0.010221986885711108,0.0355604402701643,0.013523739419712967,0.008456328009933567,0.04894603107547948
211,0.0,0.5,-1.0,1.0,-0.08081306401344586,-0.06815453536022817,-0.26480974449333833,0.0006728293620431232,-0.03863304068374501,0.001983764412570473,0.09130656847812854,0.03517508192495606,-0.010797435268359572,0.07290598436646847
212,0.0,0.0,-1.0,-1.0,-0.0837391182329247,-0.05113527956897395,-0.3126331810974757,-0.04068885664983773,-0.05967202566473312,-0.013943414394969668,0.025250407551335823,-0.0280862948525004,0.0561589521728819,0.05343215487574086
213,0.0,0.0,0.0,1.0,-0.0766148179360055,-0.031721191302779554,-0.31061055827546225,-0.03706909697324822,-0.01101195864426501,-0.01961765482306234,0.042427104992428244,-0.020152290562232396,-0.01681985076972525,0.0510994944720327
214,0.5,0.0,1.0,1.0,-0.10321768560541125,-0.03159794300110394,-0.24345481427557175,-0.006017822413018929,-0.043031082500850706,0.012621328910062148,0.05075372920810564,-0.021848691517590706,0.052500243886788846,0.036167273611620226
215,0.25,1.0,-1.0,1.0,-0.08599545216478129,-0.02100195459294272,-0.26055417801274244,-0.0606272748111061,-0.057801353420996404,0.0082351830841462,0.02640486725352339,0.02358665958218887,0.02642584010207825,-0.04094268901166694
216,1.0,0.25,1.0,1.0,-0.10252889660605552,-0.014896904038191348,-0.21829917836994633,-0.027480651814595178,-0.027888729739961624,-0.029164807571834272,-0.008884356058684506,0.017235077823903655,0.0054622118462072525,-0.016143844167156512
217,0.0,0.0,-1.0,-1.0,-0.07750590885591645,-0.007729440879319536,-0.2470458450010876,0.0005820156018550566,-0.009955290037317906,0.007420679825514151,0.045253353764282966,0.035740750901316745,-0.007761608416892769,-0.021266939086698092
218,0.0,0.0,0.0,1.0,-0.04394996961577876,-0.05289948047571578,-0.21877678257873978,-0.0282899527995311,-0.0038311406520808843,-0.07051768745191385,0.014595208371927747,-0.0047057019076174175,0.002138374948767067,-0.024372324096700353
219,0.0,0.25,-1.0,1.0,-0.09745554470257073,0.01517557248349193,-0.276255280038131,-0.013270706956466287,-0.009102350779068704,-0.04382893119558062,0.02996913652169122,-0.009802422422694409,-0.0017927702908751301,-0.004936857459163198
220,0.0,0.0,-1.0,-1.0,-0.06479241229795822,-0.04239771264158238,-0.24631924211726247,0.003364854405291734,-0.021450676407341777,-0.02355786095887446,0.01337279405500269,0.013258663961224396,0.01984748826081,-0.004165188810302328
221,0.0,0.0,0.0,1.0,-0.09415958998229254,-0.01410102370777,-0.2770731741991761,-0.03336055255412486,-0.007738840226938071,-0.030328221097228516,0.022391074157780508,0.029362371880007506,-0.013165051442789342,-0.0003902252409402113
222,0.0,0.0,-1.0,-1.0,-0.03511711842802631,-0.06443906866535201,-0.21694417440565206,-0.02680468393977086,-0.01838320059473665,-0.07222605842744376,0.06247130355380226,0.017619688850161883,0.0045684273951725985,0.0020579478019360394
223,0.0,0.0,-1.0,-1.0,-0.06694234585926088,0.01626237084953295,-0.2503682632681522,-0.0288063447488194,0.009198948744566808,-0.09111219060446353,0.03108561070155514,0.00788069339366928,-0.02781624002014105,0.020697517624477763
224,0.0,0.0,-1.0,-1.0,-0.04721606515393798,-0.021402591909275605,-0.24593847171622535,-0.061262060370661606,-0.01093094302638022,-0.05386181210286351,0.016975456500668725,0.044139379176205536,-0.030719174417295186,0.012587537019628526
225,0.0,0.0,-1.0,-1.0,-0.07510217687141059,0.0008236742047168104,-0.252174706322386,-0.04302650955408106,0.0008485961918814634,-0.050871749939800606,0.011133232713722024,-0.005251220026844291,0.022514121311182213,-0.04125172303679203
226,0.0,0.0,0.0,1.0,-0.06586648786144193,0.012901670786886183,-0.25491078511629545,-0.03299135246473404,0.021553684871082463,-0.05412892722590685,0.016050532572666233,0.029466496979150388,0.018935399475565846,0.016729222745840266
227,1.0,0.0,1.0,1.0,-0.08068698869690152,-0.030046837427846723,-0.22937907207611,-0.057742536026430945,-0.03448464327053245,-0.04857797831089385,-0.006856764439338104,0.006917155001469563,0.013423443818818128,0.007532859466409651
228,1.0,1.0,1.0,1.0,-0.09253504151515235,0.005948014776870056,-0.2082908869218626,-0.04422774221384487,-0.0029595648701354286,-0.053193118921404485,-0.0035565690435449683,0.03214835801342479,0.023730874352465063,-0.01688812475138732
229,0.5,1.0,1.0,-1.0,-0.1054181933667093,0.0051928100359711,-0.22860135812091792,-0.04428863599741553,-0.009480687673400021,-0.10316256823710251,0.0290793775750869,-0.02150539185928253,0.01162089075168833,-0.014430269789832164
230,0.5,0.5,1.0,1.0,-0.08528183158566972,0.03076278327185749,-0.22852623301790922,-0.07444442502884577,0.015744156844802803,-0.07816237615822584,-0.010403739670697677,0.005657828759236415,-0.02291891814018602,-0.05827836060201652
231,1.0,0.5,1.0,1.0,-0.10056816839837511,0.01771941763422407,-0.2605155759918631,-0.042458329543960456,0.007177775485049665,-0.0329087285037714,-0.005865191852199447,0.011558116464957526,0.005959707907957349,-0.017388210394967747
232,0.5,0.25,-1.0,-1.0,-0.055368480707342876,0.007446546481763945,-0.2051526201478621,-0.010743138670069067,0.024851557578733773,-0.11955713227721168,0.02778184529114907,0.01704037160654213,-0.04631808581398077,-0.0982920242383886
233,0.0,0.25,-1.0,1.0,-0.08016504076186282,0.05684827234174735,-0.21509221134205503,-0.09068320858215997,0.032099188124282814,-0.06732168857510508,-0.005786957966407768,0.047292858293551114,-0.012973766607293142,-0.03270836342714222
234,0.25,0.5,-1.0,1.0,-0.09315943039587055,0.026963870858313605,-0.25795149404531026,-0.0457593674884161,0.01102415661900298,-0.059609112012917354,-0.017149973941055652,0.00985676115914665,-0.025541748218653834,-0.018368694276869622
235,0.25,1.0,1.0,-1.0,-0.04739842810068451,0.05690022423278253,-0.24214280891353174,-0.03995925899284789,0.06447516533293911,-0.1207646809371848,0.01909750019293815,0.026721445713853334,-0.027085174454796544,0.016943666020516737
236,0.25,1.0,-1.0,1.0,-0.06207739053932997,0.0854887965308275,-0.2290932335668666,-0.024015992411532554,0.06365302577395687,-0.11761142221443793,0.02707294736874048,0.023241948502904692,-0.053951515069455246,-0.008322381280490412
237,1.0,0.0,1.0,1.0,-0.0763734173609137,0.01429865251044212,-0.25044440206277613,-0.04099019213181978,0.04199207629114575,-0.11887549216628973,0.008524297215704264,-0.017960780555003237,-0.040592871799435326,0.01317123084158029
238,0.0,0.25,-1.0,1.0,-0.06812974731800865,0.07097019504451191,-0.19889137036474724,-0.07116806507801125,0.083079856597818,-0.09702277497518595,0.021725584937065435,0.02871162779772162,-0.053443764024974444,-0.03125757682576417
239,1.0,0.0,1.0,1.0,-0.08271616193521554,0.06630031840847561,-0.18066448747659283,-0.06559041786775052,0.07595896995541582,-0.11382537107729261,-0.004527163754297595,0.021367736042136206,-0.0741249431922871,-0.03653151815376389
240,0.0,0.0,1.0,-1.0,-0.09743409274797166,0.08658156990358012,-0.23247813990814403,-0.10587890731341897,0.030076629124164606,-0.07240449329892024,-0.022786913994452943,0.03719863164061736,-0.020768125441567902,0.002360007517021659
241,0.0,0.0,-1.0,-1.0,-0.08803457107614648,0.06625440721980976,-0.18665381460684102,-0.06861978750256352,0.0518893502456777,-0.06669219652466177,-0.026319169897334307,0.015200825340785694,0.0047923339709981085,0.004714923921784463
242,0.0,0.0,0.0,1.0,-0.055726420731731195,0.0709730357410224,-0.1710730118977931,-0.053422004969000424,0.04512260923976419,-0.09868575154934697,0.02419561726402445,0.030749086544338118,-0.06318852256820807,-0.013297040648487246
