trial,contrast_left,contrast_right,response,feedback,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
50,0.0,1.0,-1.0,1.0,-0.34221518898345366,0.1511959390757043,0.1869962633904754,0.017181077738737158,0.043462011200843795,0.07354662391667238,0.07389509282445039,0.07019734991473653,0.025822779539681862,0.003259107690624615
51,0.25,0.0,1.0,1.0,-0.2960209364237706,0.19626634063889004,0.09945543384443137,0.05274245972693225,0.0709652570765451,0.03818688945355442,0.11066261000637849,0.07125134178374633,-0.0007861623212248596,-0.002259303573216156
52,1.0,1.0,-1.0,1.0,-0.2801730464883387,0.13594683698942514,0.08575064828487551,0.09647199238839886,0.054190282041852465,0.062186690420337344,0.1263407762106175,0.06753567844035194,0.05212039046245063,-0.03257566096019192
53,0.0,1.0,-1.0,1.0,-0.25148834849375773,0.18508936278708496,0.08532328553005605,0.045518207649481696,0.053458075651997,0.027954817770497777,0.07592846937970614,0.11793889371268484,-0.010592726930357902,-0.018328876728386453
54,0.0,1.0,-1.0,1.0,-0.2163726678691263,0.19566528243352024,0.13215145318549998,0.13917689837798797,0.0059309582652275275,0.0008179070801426576,0.0975829487484606,0.13192549984202218,0.06394701432241065,-0.06478765051897857
55,1.0,0.0,1.0,1.0,-0.11833562134023176,0.32222831509917715,0.12697073043205612,0.20247865979677812,-0.05594976435187239,-0.04368687314253156,0.01192368518279044,0.24475802345127262,0.16092582602130714,-0.15046280649861257
56,0.5,0.0,1.0,1.0,0.048642493548393215,0.43628577544489094,0.13001757335146796,0.33327005334135684,-0.2835334884512599,-0.08300490865395593,-0.0011712211244921536,0.2629549482191877,0.20196541990569622,-0.12633235332881312
57,0.0,1.0,-1.0,1.0,0.1735941088166412,0.6120694259881482,0.1216989400461459,0.46554180050294913,-0.43312883759828424,-0.14763330145022135,-0.05693065431736287,0.11679676507431494,0.00823228886352849,-0.12450840295620862
58,0.25,1.0,-1.0,1.0,0.30654208324491816,0.6953080279442716,0.13583180941696643,0.49589936996510614,-0.5178341053388498,-0.1037284921384018,-0.10826815082581921,-0.049087275561679265,-0.01676716528563748,0.025591594501014895
59,0.5,0.25,-1.0,-1.0,0.25994973729388887,0.6003738050619796,0.15308442262206112,0.45621188607230406,-0.4714413076068896,-0.12916207588568546,-0.023795429767783,-0.16594198655799378,-0.07555349569920801,0.11908184099318489
60,0.0,0.0,0.0,1.0,0.1867835643276639,0.567878139987941,0.09845699268496641,0.36565212852004925,-0.2115121640408215,-0.05861821483520504,-0.012929690879714753,-0.14719167742916495,-0.10951733411447581,0.10565038836869586
61,0.0,0.0,0.0,1.0,0.12886962579772626,0.48400448788099787,-0.004775651780784053,0.32596728941982267,-0.0904525469013284,-0.03076983680079935,0.05365832718117315,-0.15627909368379442,-0.09257555565122201,0.024806166355806934
62,0.25,0.5,-1.0,1.0,0.12162314513302405,0.4315459137487295,0.0037504875348652153,0.23107224669712106,0.05734966740605896,-0.01921177677268036,0.0809149277109258,-0.1312250971490144,-0.05938672101974631,0.00233031946094511
