PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,run_speed,pupil_area,face_motion,neuron_0,neuron_207,neuron_414,neuron_622,neuron_829,neuron_1037,neuron_1244,neuron_1451,neuron_1659,neuron_1866,neuron_2074,neuron_2281,neuron_2488,neuron_2696,neuron_2903,neuron_3111,neuron_3318,neuron_3525,neuron_3733,neuron_3940,neuron_4148,neuron_4355,neuron_4562,neuron_4770,neuron_4977,neuron_5185,neuron_5392,neuron_5600,neuron_5807,neuron_6014,neuron_6222,neuron_6429,neuron_6637,neuron_6844,neuron_7051,neuron_7259,neuron_7466,neuron_7674,neuron_7881,neuron_8088,neuron_8296,neuron_8503,neuron_8711,neuron_8918,neuron_9125,neuron_9333,neuron_9540,neuron_9748,neuron_9955,neuron_10163
11.454848,21.198742,-27.805147,21.256256,-2.7545016,12.114019,6.455917,1.4294341,-2.8573098,14.574793,-15.858704,-0.19921277,18.41622,-4.2332635,9.092767,-3.4806674,1.1311457,20.503891,-0.30649224,-4.501971,25.43075242069111,7226.935018217024,565.53076171875,0.0,0.0,0.0,0.0,0.0,0.0,42.19575,32.886135,81.88098,0.0,87.098976,44.14508,0.0,28.054157,0.0,0.0,0.0,0.0,68.08859,0.0,0.0,0.0,151.4037,0.0,0.8902743,0.0,0.0,0.0,0.0,0.0,0.0,93.35436,0.0,41.84412,0.0,0.0,717.6015,285.60773,0.0,0.0,0.0,0.0,69.10291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.7118018,10.137699,-0.5657319,-4.718949,17.882257,6.608337,1.2610406,2.4797034,-2.2592301,2.1996665,-6.622769,-6.3133945,-3.8676057,-0.9600486,4.8846903,0.47689813,0.9379947,-6.6737137,-4.4311857,-1.1491301,7.900621780170983,7318.689810988351,867.8818359375,63.20032,0.0,0.0,0.0,22.809837,0.0,0.0,0.0,0.0,38.539032,83.86957,0.0,0.0,190.02908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.65144,0.0,0.0,87.662506,0.0,0.0,35.849422,0.0,10.595956,175.69717,36.67536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.066406,231.24799,0.0,0.0,0.0,0.0,0.0
-10.905441,3.3581438,2.9294229,-3.2856092,6.9275923,5.67641,-0.58666784,1.6511105,-2.9595652,0.6391129,-2.6366248,-1.2907822,-2.7463472,0.57251376,0.8271351,0.06547449,1.5121437,-1.7174149,-3.1627328,-2.307012,2.5370266130850094,7286.364471961267,1078.458251953125,77.107025,0.0,0.0,76.88526,111.75125,0.0,0.0,161.38048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.153168,0.0,53.488148,0.0,0.0,0.0,0.0,121.83554,16.30957,8.019243,0.0,0.0,69.35493,0.0,0.0,20.883026,0.0,52.303146,73.03254,0.0,0.0,0.0,27.938839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.8000762,-5.640516,1.857443,2.67013,2.1313982,1.2461439,-2.2579248,-0.9919834,-5.0087237,3.2962089,-2.013504,-0.10741673,1.0277703,-4.0808353,-3.2675335,1.6254216,-2.345144,2.0783923,1.7763038,2.9110646,0.23258716446404318,6009.852263274575,-171.69627380371094,0.0,0.0,62.34581,236.34688,0.0,0.0,0.0,0.0,42.07153,0.0,0.0,0.0,33.452946,57.169273,14.769442,124.53185,160.16615,59.20709,0.0,0.0,0.0,12.523219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9659748,195.13039,0.0,0.0,0.0,0.0,0.0,84.630356,0.0,19.613743,158.24976,71.27534,0.317574,0.0,0.0,70.90399,0.0,0.0,0.0,0.0,0.0
-6.4229484,-7.263247,1.8751054,3.111099,1.9248835,1.167717,-1.850436,-1.2773896,-3.346247,1.940825,-1.6318567,-0.98524487,-4.6547775,-3.0071936,-0.82415414,3.5493186,-0.11773248,1.234622,3.5785382,3.38304,0.06825990278834433,5789.237862979616,-315.24505615234375,56.709633,0.0,0.0,0.0,0.0,0.0,12.751827,0.0,0.0,0.0,0.0,207.45164,0.0,25.576677,0.0,20.646793,102.70578,267.62866,0.0,66.19329,120.115135,0.0,0.0,10.195247,0.0,0.0,0.0,0.0,0.0,0.0,90.672386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2059879,0.0,0.0,0.0,0.0,54.775707,0.0,0.0,0.0,0.0,0.0
-5.994936,-7.566762,2.0839899,5.1540956,0.8528203,3.9703453,-0.99014974,-0.9684678,1.0113115,-0.5558031,2.028569,-0.7435187,-1.3316721,-1.8498582,0.4566925,0.41148666,3.0709085,3.9505951,0.47565338,6.8576117,0.0,5610.645232412553,-329.3255920410156,0.0,0.0,0.0,106.084206,51.990883,21.244125,0.0,208.31563,0.0,0.0,0.0,0.0,32.47756,117.15029,173.63573,0.0,0.0,24.645737,112.52622,0.0,431.2838,0.0,0.0,0.0,10.1896105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.87702,133.20657,0.0,0.0,0.0,42.957382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.42317164,-5.0414457,3.1682246,4.390812,1.179128,0.79675156,-1.6757537,0.36130464,-5.6273966,0.675023,3.6485188,-1.3832399,1.1984187,-2.4856064,-0.4124788,2.4728622,1.6284171,0.7184145,3.9975684,2.6452925,0.0005024773697154206,5472.4105690465185,-268.0392150878906,12.786127,26.076374,0.0,13.04499,134.56618,0.0,0.0,0.0,125.40192,473.23523,0.0,0.0,23.28585,0.0,341.8735,54.18227,139.00801,200.55557,0.0,0.0,0.0,0.0,68.52423,54.462067,0.0,0.0,0.0,1.3574815,0.0,0.0,16.027082,0.0,33.00916,284.67722,44.065746,0.0,9.727078,60.35261,0.0,0.0,0.0,0.0,0.0,0.0,7.462674,0.0,0.0,0.0,0.0,0.0
-9.266895,-4.357725,0.6449462,2.5061107,0.17476085,3.3542898,0.40064812,-2.3177614,-3.5420966,1.161817,-2.09322,0.21388057,-0.7785181,-0.35083696,-1.9778315,1.4197236,-0.6964335,1.5473112,2.770859,0.50450844,0.0006911493883485228,5079.340093057022,-261.881103515625,34.54844,0.0,0.0,25.16164,0.0,63.77471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.78439,0.0,0.0,0.0,75.35647,0.0,0.0,0.0,0.0,109.86224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.73076,63.856297,0.0,0.0,0.0,6.1301446,0.0,13.150795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.5292368,-8.338651,0.2823219,2.5889924,1.7129576,3.4134188,-5.091949,-0.98265225,-2.7000868,0.027667731,-0.3319275,-1.0176779,2.9582314,2.753188,-1.2850962,-0.011934736,-1.3633131,-3.029238,3.7177386,3.8900418,0.012084493085772228,5062.847646829503,-248.78131103515625,0.0,14.533793,139.03033,0.0,0.0,0.0,163.77936,0.0,0.0,40.715286,249.35698,0.0,34.5123,119.365074,110.999115,181.15073,0.0,17.489672,29.223015,0.0,50.448364,0.0,63.0798,51.07004,0.0,0.0,0.0,22.95669,0.0,0.0,0.0,0.0,0.0,16.231743,0.0,0.0,0.0,0.0,134.58308,0.0,0.0,56.42377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-11.571586,-4.789399,-1.5849591,0.9313697,-1.3346292,1.3742216,0.9871128,-2.1121972,-1.9419498,0.9644154,-0.9835901,1.6396635,0.43863487,-0.48992696,0.2031883,0.99302405,-1.2557932,-0.09817579,0.5518478,-2.1588132,0.0002771529864943646,4604.93250214853,-224.95777893066406,0.0,68.29761,0.0,0.0,0.0,0.0,192.67613,216.97604,0.0,0.0,0.0,72.56803,0.0,0.0,34.431847,0.0,0.0,52.24612,0.0,31.100422,130.1654,0.0,100.91355,68.92773,0.0,0.0,0.0,0.0,0.0,71.01759,48.264008,0.0,30.467821,0.0,15.895646,0.0,15.0838785,0.0,0.0,0.0,148.54019,33.48642,0.0,0.0,31.83331,0.0,0.0,0.0,0.0,0.0
-10.316883,-5.514543,-1.231283,0.57480085,1.4951996,-0.8371771,1.7460114,0.59106296,-0.5157137,-1.4687428,-2.1922596,3.3493066,0.09879333,-2.0321946,-1.5941432,0.93176734,-1.5509214,1.584148,0.85329866,-0.97478044,0.0,4102.864438784125,-258.37548828125,153.24075,0.0,0.0,0.0,0.0,0.0,30.859623,0.0,0.0,40.643684,0.0,0.0,28.891792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.666203,0.0,0.0,0.0,0.0,0.0,0.0,11.678206,160.9785,0.0,0.0,18.928831,0.0,52.996994,0.0,71.5359,0.0,0.0,28.10583,0.0,0.0,22.39837,30.550209,0.0,0.0,0.0,0.0,0.0,0.0
-5.844807,-1.5291313,3.467249,5.4092975,-1.158115,8.269687,-3.9866648,-4.95257,-1.176871,1.1432644,-1.0527562,-1.8570961,-1.0802292,-1.0589072,3.7530053,0.18549637,2.8508933,-0.34262496,0.95966256,2.0198603,0.03601944484960366,4068.7168510865813,519.8001098632812,119.23762,28.615128,146.1967,0.0,43.261135,19.961506,0.0,0.0,51.791233,0.0,0.0,7.4996834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.06801,0.0,0.0,174.57504,22.427582,0.0,0.0,0.0,0.0,59.37865,0.0,2.565224,0.0,0.0,11.265827,0.0,0.0,100.57708,0.0,0.0,16.413603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6945696,15.283151,-11.069961,9.240344,-6.9169164,6.357202,-2.7909455,8.599565,-2.9833267,3.3494396,7.8096576,8.514726,-4.3954635,-1.4077241,-7.5643044,-0.6400636,3.225544,2.0257478,-0.4545493,-1.8410506,6.381883102668527,5315.1267110732915,1170.5257568359375,0.0,60.351555,0.0,74.099846,0.0,0.0,288.18314,212.32509,0.0,0.0,122.01371,0.0,290.36954,0.0,1.2366781,0.0,0.0,0.0,403.12592,0.0,0.0,0.0,142.38728,163.02838,50.241924,0.0,17.509787,0.0,0.0,0.0,0.0,266.67044,24.838837,0.0,0.0,0.0,103.874405,0.0,25.117886,0.0,0.0,0.0,70.332726,0.0,120.08831,0.0,0.0,0.0,0.0,0.0
1.8137368,16.668962,-12.904243,-0.931366,8.929274,9.854967,0.14870808,2.5398786,0.8001526,-1.8668756,-2.8152592,-1.3019785,3.699332,-1.6000222,0.458807,-1.6391815,-4.9536214,2.0276668,-1.9053832,-5.8033686,10.496794293398356,6086.903154511657,834.1077880859375,33.403248,0.0,0.0,69.44209,0.0,0.0,0.0,173.84373,0.0,0.0,48.333565,24.312471,41.13382,224.08344,0.0,0.0,80.35788,0.0,0.0,0.0,0.0,15.980501,80.13809,0.0,0.0,0.0,0.0,23.783142,432.657,0.0,41.817703,181.05788,6.758415,31.80059,0.0,0.0,84.76798,0.0,0.0,102.19393,0.0,33.563736,0.0,24.435287,0.0,0.0,0.0,0.0,0.0,0.0
-4.031092,8.483678,4.247565,0.1617806,8.32391,12.047886,-1.1838783,-0.74033076,-4.277824,3.2011945,-3.4804165,0.3777185,1.5896648,0.43271947,7.3910975,1.1135645,2.1723254,-4.088592,-1.9230515,-2.9432013,5.197336130707882,6490.228992820211,609.944580078125,86.89054,56.291515,0.0,178.6343,0.0,0.0,0.0,0.0,73.35581,0.0,0.0,0.0,0.0,107.34725,109.51784,0.0,119.37602,0.0,0.0,0.0,102.40473,0.0,0.0,11.381348,0.0,181.14194,28.99342,112.84411,0.0,0.0,0.0,0.0,26.835894,0.0,65.497086,0.0,313.9968,0.0,9.620058,0.0,0.0,0.0,25.31995,0.0,47.050407,0.0,0.0,0.0,0.0,0.0
-7.523788,4.6021895,0.9626222,-1.4438689,4.174645,6.4570756,0.2941354,1.4266614,-5.150427,2.1202586,-0.964148,1.532148,-0.8008031,-0.26865512,0.5739977,-1.177393,1.189666,0.158303,-2.6482372,-3.1406496,3.742139286053742,6779.450603688734,756.8746337890625,0.0,125.71273,0.0,0.0,15.083981,89.8545,0.0,80.137405,96.25865,47.273838,0.0,0.0,0.0,0.0,0.0,230.31053,39.40526,0.0,70.18648,0.0,0.0,0.0,70.81801,38.671013,0.0,128.42325,0.0,0.0,70.76619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.4713,7.5601015,65.265686,0.0,0.0,0.0,64.88902,0.0,40.17723,0.0,0.0,0.0,0.0,0.0
6.5258574,12.281282,35.186733,9.309265,-17.498602,10.251545,9.082467,7.5508094,8.645176,-1.5472838,-10.108479,-9.125527,6.8499484,-3.2090497,-1.7931784,6.765404,-8.388384,-9.014273,-6.7531676,7.633122,8.406877262561963,6786.722597685954,1004.0230712890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.54895,299.82434,0.0,0.0,0.0,149.44557,0.0,467.94244,117.80563,0.0,0.0,0.0,0.0,0.0,0.0,122.03434,70.74319,0.0,23.470858,0.0,0.0,19.035406,0.0,0.0,85.13481,0.0,0.0,0.0,0.0,515.08356,0.0,109.565506,0.0,0.0,31.448103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.3007255,8.732753,3.6165743,-2.89897,5.706287,6.8676476,1.3098037,1.2520384,-4.4257417,3.5561824,-0.2587254,-0.7098438,-1.6872219,1.2240348,0.56522256,-2.034491,1.5591685,1.2892313,2.5294225,-0.83415747,8.861516775362443,6866.100967897089,875.9974975585938,0.0,112.131294,0.0,0.0,0.0,0.0,0.0,0.0,62.899597,0.0,0.0,29.998924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.071405,31.524761,0.0,0.0,0.0,0.0,74.48254,0.0,0.0,0.0,0.0,0.0,6.192621,54.296627,0.0,251.66635,21.952349,0.0,0.0,28.852833,0.0,0.0,0.0,99.987915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.25192,21.236546,-24.78078,11.929511,1.0823193,7.22641,10.0878315,2.2693434,-4.5491943,4.675402,-7.169771,-4.3032403,7.7364774,0.20897648,-3.5495038,-1.9822217,0.5600011,6.1740546,8.141435,-2.3095753,6.290624788157848,6985.704622281303,1108.29248046875,0.0,0.0,0.0,26.502554,0.0,17.458437,231.35442,16.854853,0.0,44.413998,0.0,0.0,0.0,186.10757,0.0,0.0,32.742577,0.0,115.46544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.551949,177.88974,0.0,0.0,386.30777,0.0,93.31057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.789276,0.0,0.0,0.0,0.0,0.0
-1.2855192,14.767936,-2.3942232,-4.040797,9.660987,6.995741,-1.4390239,10.080276,-3.6035213,-0.521207,-4.108015,4.748078,-6.8527875,1.8596449,1.8183581,2.6477249,0.6271593,-1.9194129,-11.600691,-0.925726,4.866912794856594,6903.638854836141,1031.374267578125,8.345925,0.0,77.188255,0.0,0.0,12.493558,217.87872,0.0,0.0,0.0,148.22507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.00957,0.0,0.0,36.584717,78.29429,33.41597,0.0,1.0879662,0.0,0.0,0.0,0.0,48.237076,0.0,0.0,185.9867,0.0,0.0,0.0,0.0,71.13977,134.82199,58.355263,0.0,21.643114,78.3102,19.511164,0.0,0.0,0.0,0.0,0.0
17.631338,27.88019,-23.415102,9.42746,-5.0601115,6.8487635,4.9990854,12.085704,-3.8761902,-1.3226303,6.4967904,15.589885,2.3301516,-4.871548,-14.959105,-2.140795,-7.2060165,15.507608,1.6534395,3.8479512,8.080270866368666,6878.833352005463,1136.075927734375,0.0,0.0,0.0,20.302334,83.02888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.943054,0.0,0.0,120.21826,85.48319,0.0,65.92872,0.0,0.0,145.65526,0.0,0.0,42.57794,182.09042,126.203636,0.0,0.0,1178.663,0.0,0.0,124.87043,120.969284,0.0,0.0,117.91228,0.0,0.0,0.0,15.807826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.58030885,16.44225,-6.5627484,-1.0521014,16.4224,3.9845223,3.1596017,2.1729653,-1.1654713,-3.630733,-6.7086244,1.939023,7.0866437,-6.425784,5.927361,-0.6076907,-9.25579,1.8285236,-7.1717253,0.7292012,20.69170876931134,6945.281940263558,791.73486328125,35.283424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.29433,0.0,0.0,156.7395,0.0,27.725466,168.81906,0.0,0.0,0.0,68.95308,0.0,49.179234,0.0,0.0,0.0,80.63401,0.0,145.05974,0.0,0.0,0.0,0.0,0.0,74.23815,100.438156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.19213,25.821932,0.0,0.0,0.0,0.0,0.0
-2.0430791,11.817721,4.991722,-6.354279,8.017285,7.2714553,-0.41724145,6.791781,-0.12125536,-1.846243,-5.354004,-1.3456422,-4.92473,0.99108046,1.8789586,6.3596582,2.2827168,-4.3189,-6.124218,1.3889412,3.3894114137090616,6908.599069151156,642.1193237304688,0.0,301.64438,0.0,0.0,0.0,3.6159718,24.17226,268.96695,74.04409,17.97897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.674124,0.0,0.0,0.0,0.0,0.0,92.58743,0.0,33.25213,0.57032645,0.0,69.54535,0.0,129.9378,34.049046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.270626,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.119369,5.7442627,10.585962,0.91725093,0.6641197,3.932916,-1.717609,4.358347,-5.6179075,3.876478,0.93883246,-0.20922962,-1.3404092,1.1577936,-2.13485,2.9820948,-1.6973865,1.7177117,0.81042546,-1.043305,1.3547277332485161,7099.580227175212,1081.42822265625,101.164925,118.963104,79.1473,12.84864,0.0,67.8305,0.0,0.0,96.79634,0.0,0.0,0.0,0.0,0.0,0.0,224.48053,85.299095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.18697,53.089233,0.0,0.0,0.0,0.0,0.0,0.0,247.72177,0.0,34.23731,144.75412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.1315396,2.9059227,3.0994408,-0.27935228,3.1869862,3.2201798,-4.363785,0.3116699,-9.761588,1.4143684,-0.35683268,0.52290744,3.7309136,-3.2524993,2.664694,5.4218917,0.73170346,-0.9011155,3.0438042,0.480928,0.03605786469656194,6822.41592751199,46.39174270629883,0.0,224.21106,16.10796,8.380324,0.0,21.440668,0.0,0.0,0.0,0.0,12.095292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.45862,49.08625,0.0,13.407428,0.0,0.0,0.0,0.0,41.186718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.88185,0.0,402.1976,0.0,7.869906,109.5591,136.74507,7.1014705,0.0,0.0,21.105602,0.0,0.0,0.0,0.0,0.0
-3.8088658,-4.329664,2.6330063,2.5049887,1.2356751,1.4428889,2.3841925,-2.9605186,-6.5063777,1.065003,-2.582932,0.12521985,0.21540895,-2.0544314,0.033368226,4.1085443,2.0952954,2.415126,2.9857883,0.8911269,0.0,6807.46575467869,-262.7160339355469,14.412451,204.7118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.18338,115.76319,0.0,38.801907,550.1149,64.99614,0.0,0.0,0.0,0.0,0.0,143.02841,0.0,0.0,20.474546,38.05563,0.0,44.24272,116.605606,77.85585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3163023,0.0,0.0,9.544362,0.0,0.0,0.0,0.0,0.0,0.0
2.1181073,-3.754927,1.5489593,3.689254,1.0472872,3.1386282,0.98550224,-4.368424,-12.116449,2.7638197,-2.4685962,0.9625859,7.564009,1.0223647,0.8054923,2.8877656,-4.8967037,3.5074828,4.125888,-0.45556232,0.0036925316930852756,6578.00144852638,-256.8891296386719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.852,0.0,0.0,0.0,66.90596,885.94446,56.222614,402.07013,179.23582,0.0,0.0,0.0,0.0,51.09005,67.63717,0.0,0.0,0.0,0.0,53.13142,0.0,0.0,0.0,96.64763,249.54,0.0,0.0,0.0,10.964911,24.058985,70.53624,0.0,0.0,32.833824,0.0,0.0,68.50931,0.0,0.0,0.0,0.0,0.0,0.0
-9.021056,-4.026414,-2.3311455,1.1000344,1.7614034,-0.5640795,1.4714031,-0.3003423,-3.1284924,-2.1576428,-1.6034864,1.3370688,-0.54439807,1.2240815,-3.880434,-0.6848341,-2.117813,-0.18257664,3.6969814,0.77766895,0.0,6426.78594028308,-217.16744995117188,0.0,0.0,0.0,0.0,0.0,15.148527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.38728,0.0,0.0,0.0,62.920815,0.0,0.0,0.0,24.241425,24.50227,41.8298,0.0,0.0,5.515163,124.56668,0.0,0.0,62.511032,0.0,0.0,0.0,5.2838063,0.0,0.0,0.0,0.0,233.88803,0.0,12.289415,24.10028,0.0,36.185158,0.0,0.0,0.0,0.0,0.0
-4.0242214,-3.9971387,1.6549718,6.4912314,1.7482728,3.0539463,-3.6465478,-2.0351112,-3.0845215,0.08354806,-0.5849951,0.94626075,2.2631557,-1.3845006,1.9670743,0.65862644,-0.3495905,0.17034054,4.3621683,3.2507937,0.0011270897533487009,6055.506433510094,-145.38088989257812,72.18472,11.139984,0.0,162.6329,4.3837056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.41066,0.0,0.0,0.0,210.3371,0.0,0.0,0.0,27.383785,65.46212,0.0,78.363884,0.0,0.0,0.0,0.0,0.0,35.380074,0.0,30.203102,0.0,34.104843,0.0,0.0,0.0,0.0,146.83946,91.67982,34.15589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2182794,-4.477312,5.491092,7.376994,-5.002525,2.7575893,-3.176684,-2.045391,-6.1609344,0.66880035,0.9659346,-2.8245342,-1.1812621,-1.2032092,1.48009,4.2478104,0.6907918,-0.096043944,0.91781694,3.521642,5.94096634791529e-05,5288.204897862955,326.9395751953125,23.05736,0.0,0.0,0.0,0.0,0.0,140.14148,48.35763,0.0,0.0,251.71902,230.44969,0.0,0.0,0.0,76.21485,0.0,85.10841,1.888,0.0,0.0,0.0,0.0,20.803154,0.0,0.0,14.839817,104.14506,0.0,0.0,0.0,0.0,0.0,6.9266076,0.0,0.0,65.10488,25.58622,0.0,27.19669,0.0,0.0,48.060837,32.24528,10.120992,0.0,0.0,0.0,0.0,0.0
-5.4484463,-6.3566,-0.20293376,4.7774744,1.7209932,2.553803,-3.7919421,-0.5268559,-1.1118158,-4.0408216,1.7561857,2.0265262,-3.160905,-3.0770438,1.8127773,-3.0868154,-0.05114827,3.694611,0.22284524,5.542612,0.04994766010725788,4945.942790411455,-19.723161697387695,0.0,132.28333,20.622211,0.0,126.590805,6.775779,0.0,23.534737,0.0,0.0,0.0,0.0,0.0,66.8823,0.0,69.80517,0.0,0.0,0.0,70.31192,0.0,0.0,0.0,0.0,12.6157255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6452913,0.0,0.0,0.0,0.0,0.0,13.534011,17.224268,73.10845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.0146313,-5.5396123,2.4471169,5.7530613,-1.97007,1.1726849,-0.9546599,-2.6316152,-6.169519,0.41363424,-1.3867383,0.9903561,-0.038777098,-0.75532234,2.2903786,1.4004928,-3.6276553,-0.5668339,3.123901,-1.5299747,0.0,4527.162495206299,55.390987396240234,64.09924,0.0,170.05943,0.0,14.878722,0.0,0.0,0.0,28.839361,0.0,0.0,0.0,475.68222,0.0,278.37866,1494.5667,0.0,34.73483,36.474796,0.0,167.90396,145.003,0.0,18.424417,0.0,0.0,0.0,0.0,41.470776,49.775417,0.0,7.9098773,52.596653,0.0,157.66064,0.0,85.847374,0.0,0.0,63.196697,0.0,0.0,0.0,1.1032186,36.554806,0.0,0.0,0.0,0.0,0.0
-8.148532,-4.1977296,-0.7961911,1.8376782,2.1921892,1.1532768,1.1322691,0.53667945,-0.24247916,-0.4152751,0.06521579,1.1091801,-1.2914674,0.28878742,-1.3396224,1.8976315,0.14596052,-0.82591903,1.480519,1.1412143,0.004179345453537788,4110.282153227754,29.673110961914062,0.0,87.00955,0.0,0.0,0.0,0.0,0.0,337.56876,17.751112,2.8152113,0.0,0.0,933.45483,55.622974,228.94035,0.0,0.0,122.10766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.343393,106.76952,70.905556,0.0,48.43606,0.0,3.8006775,0.0,21.924816,0.0,63.57567,0.0,0.0,0.0,0.0,0.0,0.0
-6.9871383,-1.4712274,-1.2139004,2.5485091,-1.5243734,2.858113,-1.8011986,-2.0247178,-4.728716,1.0045906,0.79603696,-0.331123,-1.6547799,1.3042644,0.9231103,0.661591,1.2857454,-1.9825683,2.6648147,2.1739404,0.0,3903.5949292755736,96.19071197509766,0.0,0.0,0.0,142.54544,70.11581,0.0,109.16139,0.0,0.0,0.0,0.0,11.640891,0.0,64.09864,99.81226,0.0,0.0,256.26297,0.0,0.0,119.04502,0.0,0.0,0.0,0.0,0.0,4.342643,0.0,0.0,22.502842,37.453827,16.159868,18.68916,0.0,0.0,0.0,0.0,186.79156,0.0,0.0,0.0,0.0,0.0,11.437079,0.0,0.0,0.0,0.0,0.0,0.0
-3.670682,-6.031194,1.2230064,5.5861926,0.41586456,2.8886,-1.9452355,-1.7826973,-2.7749624,-1.408739,2.1575089,2.5535583,2.514661,-0.8182311,0.66225183,-1.7409483,-0.90743035,-0.7498064,-0.16204412,4.021177,0.0017205754651884882,3578.3997693149204,-133.6569061279297,0.0,0.0,92.23105,161.13652,0.0,68.49982,0.0,0.0,96.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3928883,172.07396,0.0,85.98393,69.00492,18.000162,3.8909712,143.11916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.700615,0.0,0.0,0.0,0.0,33.913036,62.253117,0.0,0.0,118.61716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.267654,-3.9345055,0.37638846,2.8367937,-1.9006189,2.6920245,-1.427147,-3.3911357,-1.5155889,-2.5412612,0.20417924,2.8281958,-0.0137907015,-0.4721478,-1.3860999,-1.6914886,2.2095978,-0.38246936,0.60135424,-0.8865838,0.0,3494.7962950384235,-16.030553817749023,0.0,5.004872,22.50407,182.7312,9.039888,53.753174,0.0,0.0,102.351814,0.0,0.0,0.0,0.0,0.0,0.0,243.13028,0.0,141.17635,18.506912,149.49336,0.0,0.0,0.0,0.0,0.0,0.0,23.782852,0.0,152.46988,12.354216,18.254992,0.0,50.78915,89.07745,77.96968,0.0,0.0,0.0,0.0,51.217545,0.0,1.6226609,17.47842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.8110266,-2.7915912,2.137996,5.782573,-0.88795304,2.8259425,1.085863,-3.663197,-4.966058,0.6299694,-2.2082264,-0.29884043,1.5298445,-3.8900669,-0.85748875,-2.2563276,-0.746411,-1.2048017,1.8285624,4.042265,0.029440349099406175,3743.289742603547,551.5444946289062,12.390136,144.49654,0.0,9.790934,0.0,0.0,227.35748,0.0,0.0,31.76901,0.0,0.0,33.382496,82.750114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.63758,0.0,0.0,0.0,0.0,41.20308,6.93227,47.63557,93.89903,97.19372,0.0,0.0,110.53287,0.0,0.0,0.0,79.93056,13.007681,0.0,0.0,0.0,0.0,0.0,0.0
